,claim,simple_sentence,truth_value,source
8610,Mandatory bracelets with tags for vaccinated people are introduced in Ukraine,Mandatory bracelets with tags for vaccinated people are introduced in Ukraine,meter-false,stopfake
8611,Many countries have already given Ukraine all their weapons - US Ambassador to NATO,Many countries have already given Ukraine all their weapons - US Ambassador to NATO,meter-false,stopfake
8612,Many defended DNR and LNR against Kyiv military operation,Many defended DNR LNR against Kyiv military operation. ,meter-false,EUvsDisinfo
8613,"Many of the Ukrainian refugees who arrived see Poland as a ""cash cow"" - Polish media￼",Many of the Ukrainian refugees. Many of arrived see Poland as a `` cash cow '' - Polish media. ,meter-false,stopfake
8614,Map of NATO deployment around Russia,Map of NATO deployment around Russia,meter-false,stopfake
8615,Maria Butina's Own Words Belie Claim That Charges Are 'Trumped up',Maria Butina's Own Words Belie Claim That Charges Are 'Trumped up',meter-false,polygraph
8616,Maria Zakharova Claims Ignorance of Slain Journalists’ Activities,Maria Zakharova Claims Ignorance of Slain Journalists’ Activities,meter-false,polygraph
8617,Maria Zakharova Claims To Wear a Completely Made-in-Russia Outfit,Maria Zakharova Claims To Wear a Completely Made-in-Russia Outfit,meter-false,polygraph
8618,Maria Zakharova’s Freestyle Wrestling with the Facts,Maria Zakharova’s Freestyle Wrestling with the Facts,meter-false,polygraph
8619,Marijuana can block and treat COVID-19,Marijuana can block. Marijuana can treat. Marijuana can COVID-19. ,meter-false,stopfake
8620,Mariupol is a Russian city and is returning to its roots after the special operation,Mariupol is a Russian city. Mariupol is returning to its roots after the special operation. ,meter-false,EUvsDisinfo
8621,Mariupol is an ancient Russian city,Mariupol is an ancient Russian city,meter-false,EUvsDisinfo
8622,Mark Zuckerberg 'Admitted' Blocking Biden's Son Information on Facebook at the FBI's Request,Mark Zuckerberg 'Admitted' Blocking Biden's Son Information on Facebook at the FBI's Request,meter-false,stopfake
8623,Martial Law in Ukraine – Russian Claims Examined,Martial Law in Ukraine – Russian Claims Examined,meter-false,polygraph
8624,Martial law declared in Western Ukraine,Martial law declared in Western Ukraine,meter-false,stopfake
8625,Mask mode introduced forever,Mask mode introduced forever,meter-false,stopfake
8626,Mask regime canceled in Ukraine,Mask regime canceled in Ukraine,meter-false,stopfake
8627,Masks and gloves provoke the development of bacteria and tuberculosis,Masks and gloves provoke the development of bacteria and tuberculosis,meter-false,stopfake
8628,Masks and injections are “natural selection”,Masks injections are `` natural selection ''. ,meter-false,stopfake
8629,Masks cause CO2 poisoning and are toxic to children,Masks cause CO2 poisoning. Masks are toxic to children. ,meter-false,stopfake
8630,Masks do not protect against coronavirus - US Centers for Disease Control and Prevention,Masks do not protect against coronavirus - US Centers for Disease Control. Masks do not protect against coronavirus - US Centers for Prevention. ,meter-false,stopfake
8631,"Masonic trace found in the word ""coronavirus""","Masonic trace found in the word ""coronavirus""",meter-false,stopfake
8632,Mass cases of cancer among vaccinated against COVID-19,Mass cases of cancer among vaccinated against COVID-19,meter-false,stopfake
8633,Mass casualties among the civilian population of the Kyiv region - staged,Mass casualties among the civilian population of the Kyiv region - staged,meter-false,stopfake
8634,Mayor of London Fake His Vaccination,Mayor of London Fake His Vaccination,meter-false,stopfake
8635,McFaul Post Election Tweet Triggers RT Attack in 'US News' Feed,McFaul Post Election Tweet Triggers RT Attack in 'US News' Feed,meter-false,polygraph
8636,Media have forgotten about the 286 women who were shot...,Media have forgotten about the 286 women ... Media were shot ... ,meter-false,EUvsDisinfo
8637,Medical Journal The Lancet Destroys Criminal Vaccination Policy,Medical Journal The Lancet Destroys Criminal Vaccination Policy,meter-false,stopfake
8638,Medical banks protect and treat COVID-19,Medical banks protect. Medical banks treat. Medical banks COVID-19. ,meter-false,stopfake
8639,Medical mask can be worn in different directions,Medical mask can be worn in different directions,meter-false,stopfake
8640,"Medical mask is a sign of lack of intelligence, only slaves wear it","Medical mask is a sign of lack of intelligence, only slaves wear it",meter-false,stopfake
8641,Medicines are made to reduce the world's population,Medicines are made to reduce the world's population,meter-false,stopfake
8642,"Medvedchuk case is political, foreigners ordered Ukraine to cut links with Russia and Belarus",Medvedchuk case is political  foreigners ordered Ukraine to cut links with Russia. Medvedchuk case is political  foreigners ordered Ukraine to cut links with Belarus. ,meter-false,EUvsDisinfo
8643,"Medvedev: Calls Russia's GDP Growth ‘Good,’ Yet it Remains in ""Stagnation""","Medvedev: Calls Russia's GDP Growth ‘Good,’ Yet it Remains in ""Stagnation""",meter-false,polygraph
8644,Members of Azov shelled the separatist controlled village of Bezimenne...,Members of Azov shelled the separatist controlled village of Bezimenne...,meter-false,EUvsDisinfo
8645,Memorial Days in Ukraine,Memorial Days in Ukraine,meter-false,stopfake
8646,Mercenary Sean Fuller from the USA is killed in Donbas,Mercenary Sean Fuller from the USA is killed in Donbas,meter-false,EUvsDisinfo
8647,Merciless element washes away Western Ukraine,Merciless element washes away Western Ukraine,meter-false,stopfake
8648,Merkel's ultimatum buries negotiations on Donbas,Merkel's ultimatum buries negotiations on Donbas,meter-false,EUvsDisinfo
8649,Messages about Russian aggression against Ukraine are propaganda,Messages about Russian aggression against Ukraine are propaganda,meter-false,EUvsDisinfo
8650,Metal dust exposed to 5G waves provokes COVID-19,Metal dust exposed to 5G waves provokes COVID-19,meter-false,stopfake
8651,"MiGs in Libya, Contradicting Moscow's Denials","MiGs in Libya, Contradicting Moscow's Denials",meter-false,polygraph
8652,Microchip Pills for Population Control - Pfizer CEO's Confession,Microchip Pills for Population Control - Pfizer CEO's Confession,meter-false,stopfake
8653,Microsoft's '666 nanoparticles' will be added to Covid-19 vaccine,Microsoft's '666 nanoparticles' will be added to Covid-19 vaccine,meter-false,stopfake
8654,Migrants attack the border in Chernihiv region,Migrants attack the border in Chernihiv region,meter-false,stopfake
8655,"Mike Tyson called the pandemic a ""plandemia"" and spoke out against vaccination",Mike Tyson called the pandemic a `` plandemia ''. Mike Tyson spoke out against vaccination. ,meter-false,stopfake
8656,Military absorption of Ukraine by the West threatens Russia,Military absorption of Ukraine by the West threatens Russia,meter-false,EUvsDisinfo
8657,Military conflict in Ukraine caused by the US and NATO,Military conflict in Ukraine caused by the US. Military conflict in Ukraine caused by NATO. ,meter-false,EUvsDisinfo
8658,Military enlistment office burned down in Kharkiv,Military enlistment office burned down in Kharkiv,meter-false,stopfake
8659,Military equipment that was going to Ukraine derailed with the help of partisans,Military equipment that was going to Ukraine derailed with the help of partisans,meter-false,stopfake
8660,Military operation in Ukraine stems from Russia’s right to self-defence,Military operation in Ukraine stems from Russia’s right to self-defence,meter-false,EUvsDisinfo
8661,Military operation was launched because Kyiv did not implement Minsk agreements,Military operation was launched. Military Kyiv did not implement Minsk agreements. ,meter-false,EUvsDisinfo
8662,Military tax in Ukraine was introduced only until the beginning of 2015,Military tax in Ukraine was introduced only until the beginning of 2015,meter-false,stopfake
8663,Millions of Italians Protest New Compulsory Vaccination Law,Millions of Italians Protest New Compulsory Vaccination Law,meter-false,stopfake
8664,Minister of Defense Reznikov recognized Ukraine as a “Western training ground”,Minister of Defense Reznikov recognized Ukraine as a “Western training ground”,meter-false,stopfake
8665,Ministries of Health of all countries of the world come under the control of WHO,Ministries of Health of all countries of the world come under the control of WHO,meter-false,stopfake
8666,Ministry of Education of Ukraine wants to introduce distance learning on a permanent basis,Ministry of Education of Ukraine wants to introduce distance learning on a permanent basis,meter-false,stopfake
8667,Minors are fighting in the ranks of the Ukrainian army – video,Minors are fighting in the ranks of the Ukrainian army – video,meter-false,stopfake
8668,Minsk agreements confirm there is a civil war in Ukraine,Minsk agreements confirm there is a civil war in Ukraine,meter-false,EUvsDisinfo
8669,Minsk agreements imply the creation of a state within a state,Minsk agreements imply the creation of a state within a state,meter-false,EUvsDisinfo
8670,Minsk agreements were attempt to gain time for Ukraine,Minsk agreements were attempt to gain time for Ukraine,meter-false,EUvsDisinfo
8671,Misleading Claims About the Omicron Variant and Vaccines,Misleading Claims About the Omicron Variant. Misleading Claims About the Omicron Vaccines. ,meter-false,polygraph
8672,Misleading Denials from the Kremlin as Israel Criticizes the War on Ukraine,Misleading Denials from the Kremlin as Israel Criticizes the War on Ukraine,meter-false,polygraph
8673,Misleading Mashup: Russia’s COVID-19 'Aid' to U.S.,Misleading Mashup: Russia’s COVID-19 'Aid' to U.S.,meter-false,polygraph
8674,Misleading Video Falsely Portrays Zelenskyy as Threatening War. He Said Just the Opposite.,Misleading Video Falsely Portrays Zelenskyy as Threatening War. He Said Just the Opposite.,meter-false,polygraph
8675,Misleading: Chinese State Media Depict Pro-Russia Rally as ‘Real Voices’ of American People,Misleading: Chinese State Media Depict Pro-Russia Rally as ‘Real Voices’ of American People,meter-false,polygraph
8676,Misleading: Oliver Stone’s Speculation About a False-Flag Nuclear Attack in Ukraine,Misleading: Oliver Stone’s Speculation About a False-Flag Nuclear Attack in Ukraine,meter-false,polygraph
8677,Misleading: Russia Slows Ukraine Offensive to Save Civilians,Misleading: Russia Slows Ukraine Offensive to Save Civilians,meter-false,polygraph
8678,"Missile that shot down flight MH17 belonged to Ukraine, not to Russia","Missile that shot down flight MH17 belonged to Ukraine, not to Russia",meter-false,EUvsDisinfo
8679,Missiles that fell on Poland are Ukrainian but the West blames Russia anyway,Missiles that fell on Poland are Ukrainian the West blames Russia anyway. ,meter-false,EUvsDisinfo
8680,Mob of Ukrainians beat 'Russian boy' to death in Germany,Mob of Ukrainians beat 'Russian boy' to death in Germany,meter-false,stopfake
8681,Mobile phones change the body at the cellular level,Mobile phones change the body at the cellular level,meter-false,stopfake
8682,"Moderna admits it does not vaccinate, but microchips people",Moderna admits it does not vaccinate. Moderna admits it does not microchips people. ,meter-false,stopfake
8683,Moderna and Johnson & Johnson hide the composition of COVID-19 vaccines,Moderna. Johnson & Johnson hide the composition of COVID-19 vaccines. ,meter-false,stopfake
8684,"Moderna's vaccine contains the mysterious component ""Luciferin"" dissolved in 66.6 ml of a buffer solution","Moderna's vaccine contains the mysterious component ""Luciferin"" dissolved in 66.6 ml of a buffer solution",meter-false,stopfake
8685,Moldova dreams of a Russian invasion,Moldova dreams of a Russian invasion,meter-false,EUvsDisinfo
8686,Moldova is preparing for a new war against Transnistria,Moldova is preparing for a new war against Transnistria,meter-false,EUvsDisinfo
8687,Moldova is preparing for war,Moldova is preparing for war,meter-false,EUvsDisinfo
8688,Money raffle involving actor Yevgeny Koshevoy. Instructions on how not to get hooked...,Money raffle involving actor Yevgeny Koshevoy. Instructions on how not to get hooked...,meter-false,stopfake
8689,Monument to men who have sex erected in Kyiv,Monument to men. Have sex erected in Kyiv. ,meter-false,stopfake
8690,More Putin Disinfo: Bizarre Claim About Ukrainian Nukes,More Putin Disinfo: Bizarre Claim About Ukrainian Nukes,meter-false,polygraph
8691,More Russian Disinfo: Security Chief Blasts U.S. For ‘Selfish’ Vaccine Policy,More Russian Disinfo: Security Chief Blasts U.S. For ‘Selfish’ Vaccine Policy,meter-false,polygraph
8692,More Ukrainians fell ill with influenza than COVID-19,More Ukrainians fell ill with influenza than COVID-19,meter-false,stopfake
8693,More mentally ill people in Moldova now than in the Soviet period,More mentally ill people in Moldova now than in the Soviet period,meter-false,EUvsDisinfo
8694,More than 'thousand Polish mercenaries' have died since the start of Russia's war against Ukraine,More than 'thousand Polish mercenaries' have died since the start of Russia's war against Ukraine,meter-false,stopfake
8695,More than 240 VSU employees are infected with coronavirus,More than 240 VSU employees are infected with coronavirus,meter-false,stopfake
8696,More than 70% of Germans are against increasing military aid to Ukraine,More than 70% of Germans are against increasing military aid to Ukraine,meter-false,stopfake
