,claim,truth_value,year_of_publish,month_of_publish,day_of_publish
5623,"""During the (housing) crisis, Catherine Cortez Masto gave a sweetheart contract worth millions to a D.C. law firm that then donated thousands to her political campaigns.""",meter-mostly-true,2016,May,2
5624,"""Let me say that I don't think (Bernie Sanders has) had a single negative ad ever run against him.""",meter-false,2016,May,22
5625,"Says Ted Strickland admits his record on jobs and taxes is ""mixed and spotty.""",meter-false,2016,May,6
5626,"""The Brady Campaign has given me a 100 percent, not 99, 100 percent rating.""",meter-mostly-true,2016,May,11
5627,"""We're the highest taxed nation in the world.""",meter-false,2016,May,8
5628,"Says Donald Trump promised to repeal Obamacare, build a wall, ban Muslims, and more.",meter-mostly-true,2016,May,3
5629,"""Over the past two years, Florida has cut more than $1 billion in taxes.""",meter-mostly-true,2016,April,13
5630,"""Steve Santarsiero wrote PA’s Gun Safety Law.""",meter-false,2016,April,2
5631,"The Human Rights Campaign is ""more powerful than the NRA.""",meter-false,2016,April,17
5632,"About ""1 percent of all the gun sellers are responsible for more than half of the guns that are used in crimes.""",meter-mostly-true,2016,March,29
5633,"""The state that has the highest per capita number of … guns that end up committing crimes in New York come from Vermont.""",meter-mostly-true,2016,April,11
5634,"States with ""the highest gun ownership rates also have the highest suicide rates.""",meter-true,2016,April,28
5635,"""Because of (the 1994 crime bill), we had a 25-year low in crime, a 33-year low in the murder rate, and listen to this, because of that and the background check law, a 46-year low in the deaths of people of gun violence.""",meter-mostly-false,2016,April,7
5636,"The ""rate of uninsured Americans (is) 8.8 percent.""",meter-mostly-true,2016,March,23
5637,"Supreme Court nominee Merrick Garland ""voted to uphold"" D.C.’s ban on handguns.",meter-false,2016,March,28
5638,"""I'm the only candidate in the Democratic primary, or actually on either side, who Wall Street financiers and hedge fund managers are actually running ads against.""",meter-false,2016,April,3
5639,"Says Supreme Court nominee Merrick Garland ""voted, so the folks know, in Washington, D.C., to keep guns away from private citizens.""",meter-false,2016,March,16
5640,"""Six justices"" on the U.S. Supreme Court have been ""confirmed in presidential election years since 1912.""",meter-true,2016,March,16
5641,"""Gun violence is by far the leading cause of death for young African American men, outstripping the next nine causes of death combined.""",meter-true,2016,February,17
5642,"Says Hillary Clinton told the Des Moines Register on Aug. 8, 2015: ""I will get the NRA shut down for good if I become president. If we can ban handguns, we will do it.""",meter-false,2015,October,25
5643,"Says the man who rushed the stage at him in Dayton, Ohio, ""had chatter about ISIS, or with ISIS"" in his social media posts.",meter-false,2016,March,13
5644,"""Over 32,000 people die from #GunViolence every year. Yet, (The U.S. Centers for Disease Control and Prevention) is banned from researching ways to prevent this.""",meter-mostly-true,2016,January,24
5645,"Says Donald Trump ""wants to keep big government in charge"" of federally-owned land.",meter-mostly-true,2016,February,18
5646,"""So far in 2015, there have been more mass shootings than days.""",meter-mostly-false,2015,December,5
5647,"""Under Virginia law, if you are a non-federally licensed (gun) dealer, you cannot get a background check even if you want one.""",meter-mostly-false,2016,February,3
5648,"""I have a D-minus voting record from the NRA.""",meter-mostly-true,2016,January,19
5649,"Says his much-discussed boots are ""made in Wisconsin.""",meter-false,2016,January,18
5650,"Says Bernie Sanders ""voted for what we call the 'Charleston Loophole.'""",meter-mostly-true,2016,January,17
5651,"Says President Barack Obama ""appointed Eric Holder as attorney general. Eric Holder said he viewed his mission as brainwashing the American people against guns.""",meter-mostly-true,2016,January,15
5652,"""I didn’t support Sonia Sotomayor.""",meter-false,2016,January,15
5653,"The Charleston, S.C., shooter ""should have never been given a gun, but the universal background check was not fast enough.""",meter-mostly-true,2015,December,6
5654,"While Americans pray for Paris, the government has acted on mandatory national vaccinations.",meter-false,2015,November,17
5655,"""Since we last debated in Las Vegas, nearly 3,000 people have been killed by guns.""",meter-mostly-true,2015,November,14
5656,"""Texas #2 in nation for new gun purchases, behind California.""",meter-false,2015,October,28
5657,"""How is a misogynist bigot of epic proportions (like U.S. Rep. Steven Smith) allowed to serve?""",meter-false,2015,October,24
5658,"Says ""only about 2 percent"" of gun sales in Virginia are not subject to background checks.",meter-false,2015,October,5
5659,"HIV/AIDS is ""dramatically on the rise in the U.S. South.""",meter-mostly-true,2015,October,13
5660,"""In the states that allow open carry, violent crime was 23 percent lower.""",meter-mostly-true,2015,October,6
5661,"""380 Americans have been killed in 294 mass shootings in 2015 alone.""",meter-mostly-true,2015,October,2
5662,"""States with the most gun laws tend to have the fewest gun deaths.""",meter-mostly-true,2015,October,1
5663,"""More preschoolers are shot dead each year than police officers are in the line of duty.""",meter-mostly-true,2015,October,3
5664,"Number of Americans killed by terrorism in the last decade: 24. Number of Americans killed by guns in the last decade: 280,024.",meter-mostly-true,2015,October,1
5665,"""We sell 40 percent of our guns without a background check.""",meter-mostly-true,2015,October,4
5666,"""Obama Makes Huge Move to BAN Social Security Recipients From Owning Guns""",meter-false,2015,July,20
5667,The murder rate in Atlanta is on the rise this year.,meter-true,2015,July,9
5668,"""There’s now been three independent investigations (into the bridge scandal) all of which have said"" that Christie did not have prior knowledge of or involvement in the lane closures.",meter-mostly-true,2015,July,6
5669,"""The United States doesn’t have the highest murder rate among developed countries. You look at Russia, you look at Brazil, those are countries that have 3 to 5 times higher murder rates than what we have here in the United States.""",meter-mostly-true,2015,June,24
5670,"""Here are the stats: Per population, we kill each other with guns at a rate 297x more than Japan, 49x more than France, 33x more than Israel.""",meter-mostly-true,2015,June,20
5671,"""Former Gov. Rick Perry signed a law that a federal court said was actually written with the purpose of discriminating against minority voters.""",meter-mostly-true,2015,June,4
5672,"""The American murder rate is 50 times that of any other developed nation.""",meter-false,2015,May,26
5673,"Says Thomas Jefferson said ""that government is best which governs least.""",meter-false,2015,May,14
5674,"More money is dedicated within the Department of Homeland Security to climate change than what's spent combating ""Islamist terrorists radicalizing over the Internet in the United States of America.""",meter-mostly-true,2015,May,10
5675,"""A sitting sheriff cannot be charged except by a warrant issued by a Superior Court judge.""",meter-mostly-true,2015,May,4
5676,"""The U.S. representatives that voted to keep militarizing the police received 73 percent more campaign money from the defense industry"" than the representatives who voted to stop it.",meter-mostly-true,2015,April,30
5677,"Says Baltimore police are ""trained by Mossad and Shin Bet.""",meter-false,2015,April,26
5678,"The money the Clinton Foundation took from from foreign governments while Hillary Clinton was secretary of state ""is clearly illegal. … The Constitution says you can’t take this stuff.""",meter-mostly-false,2015,April,26
5679,"""Suntrust Bank cancels account because company sells guns.""",meter-mostly-false,2015,March,29
5680,"Polling shows that nearly 74 percent of National Rifle Association members ""support requiring background checks for all gun sales.""",meter-true,2015,March,12
5681,Georgia is one of only five states where breweries can’t sell you a pint of beer to drink on premise or sell you a six-pack to go.,meter-mostly-true,2015,March,9
5682,"In states that have private-sale background checks for handguns ""49 percent fewer women are shot and killed.""",meter-mostly-true,2015,January,19
5683,"""Obama has chosen to deny the vicious anti-Semitic motivation of the attack on a kosher Jewish grocery in Paris.""",meter-false,2015,February,11
