,claim
7471,Yemeni journalist killed in car blast in Aden
7472,What next? Ukraine's allies divided over Russia endgame
7473,"Global nuclear arsenal to grow for first time since Cold War, think-tank says"
7474,Ukraine says it remains in control of Sievierodonetsk plant sheltering hundreds
7475,Colombia candidate Petro says 'human' campaign will carry him to victory
7476,"Two Britons, one Moroccan sentenced to death by court of Russian proxy in Ukraine"
7477,"Russian army base sees scramble for war supplies, locals and soldiers say"
7478,Police recover explosives following massacre in Nigerian Catholic church
7479,"Syrian, Russian forces boosted after Turkey signals operation, officials say"
7480,"U.S. broadcaster Radio Liberty fined $325,000 in Russia for 'fake news' - Interfax"
7481,Explainer: Israel-Lebanon sea boundary row obstructs energy development
7482,Hezbollah says 'ready' to act if Lebanon says Israel violating water rights
7483,Russia strikes Kyiv for first time in weeks as battle rages in east
7484,"Russia strikes Kyiv for first time in weeks, battle rages in east"
7485,"High hopes Lavrov visit to Turkey unlocks Ukraine grain exports, Turkish source says"
7486,Mystery surrounds how munitions imported for Indonesia's civilian spies were used in attacks on villages
7487,Ukraine's Zelenskiy eyes 'inflection point' in war as Russia tightens grip on key target
7488,Russians reach centre of Ukraine industrial city; U.S. to give Kyiv advanced rockets
7489,"'Major confrontation' with Hezbollah ahead, says Lebanon Christian politician"
7490,"Myanmar military, coup opponents trade blame after deadly bus stop blast"
7491,Pope's July visit to Africa to go ahead despite health issues
7492,Congo suspends flights from Rwanda over Kigali's alleged support for rebels
7493,Exclusive: U.S. and Ukraine discuss danger of escalation as new arms extend Kyiv's reach
7494,"Taiwan radio enthusiasts tune in as Chinese, U.S. warplanes crowd sensitive skies"
7495,"U.S. still 'a ways away' from sending troops back into Ukraine, Joint Chiefs chairman says"
7496,Analysis: Biden's Taiwan remarks show conviction to defend island but carry risks
7497,"Three killed in Yemen's capital by downed drone, Houthi officials say"
7498,Colombia to train Ukrainian military on landmine removal
7499,Factbox: Groups at the heart of Turkey's objections to NATO expansion
7500,Putin promises to bolster Russia's IT security in face of cyber attacks
7501,"Journalists, general, militiamen arrested in Ethiopia's Amhara"
7502,Factbox: The big items in Washington's $40 billion Ukraine aid package
7503,"India, world's biggest buyer of Russian arms, looks to diversify suppliers"
7504,Lafarge loses latest appeal over crimes against humanity charges
7505,"Analysis: For Riyadh, Hezbollah setback is rare good news from Lebanon"
7506,Clashes force Libya's Bashagha from Tripoli after brief attempt to enter
7507,Some Ethiopians claim forced recruitment by Tigrayan forces
7508,Factbox: What is the Lebanese Forces?
7509,Analysis: Neutral Switzerland leans closer to NATO in response to Russia
7510,Battle rages for Ukrainian region of Donbas
7511,Ukrainian troops holding destroyed village believe Russians withdrawing across border
7512,Ukraine wages counteroffensive against Russian forces in east
7513,"Vatican number two says giving Ukraine weapons legitimate, with conditions"
7514,"Behind blast walls, Somali parliament to choose new president"
7515,Russia says Finnish entry to NATO poses threat to which it will respond
7516,Ukrainian hospital works overtime as trauma trains evacuate war-wounded
7517,"Russian troops ill-prepared for Ukraine war, says ex-Kremlin mercenary"
7518,Japan's Okinawa may be on the front lines again as it marks anniversary of U.S. handover
7519,Factbox: A brief history of Finland's and Sweden's strained ties with Russia
7520,Al Jazeera journalist killed during Israeli raid in West Bank
7521,Ukraine reports battlefield gains as Europe's energy worries grow
7522,Netherlands backs Morocco's Western Sahara autonomy plan- statement
7523,Ukraine pushes back Russian troops in counter-offensive near Kharkiv
7524,Russia's invasion of Ukraine at 'bit of a stalemate' -U.S. intel official
7525,China wants to take Taiwan peacefully but is preparing militarily -U.S. intelligence officials
7526,Ukraine war fuels food crisis in distant Africa
7527,Libyan parliament says Bashagha govt should start work in Sirte
7528,"Lebanon's descent into turmoil: assassinations, war, financial collapse"
7529,"Two Palestinians killed, Israeli policeman stabbed as violence simmers"
7530,"Ukraine says all women, children now evacuated from Mariupol steel mill"
7531,Putin to send 'doomsday' warning to West at Russia's WW2 victory parade
7532,Ukraine asks medical charity MSF to help evacuate Azovstal fighters
7533,Israel searches for Palestinians suspected of killing 3 in attack
7534,Analysis: War a lost opportunity for Turkey's westward outreach
7535,Colombia extradites accused drug trafficker Otoniel to the United States
7536,Kremlin dismisses speculation Putin to declare war on Ukraine on May 9
7537,Civilians from Mariupol flee Azovstal bunkers in U.N.-led evacuation
7538,"Russia says risks of nuclear war must be kept to minimum, TASS reports"
7539,Six soldiers killed in Central African Republic rebel attack
7540,Canada lawmakers vote unanimously to label Russia's acts in Ukraine as 'genocide'
7541,UK's Johnson says Putin has room to withdraw from Ukraine
7542,Putin ally says Ukraine heading for collapse into several states
7543,Shrinking U.S. Stinger missile supply faces re-stocking challenges
7544,Park rangers enter fray in West Africa's battle with militants
7545,"Ukraine prepares war crimes charges against Russian military personnel, including pilots"
7546,"UK dismisses Lavrov's ""bravado"", says no imminent threat of escalation in Ukraine"
7547,West Darfur fighting spreads to capital city El Geneina - residents
7548,"On Ukraine visit, Blinken, Austin pledge return of U.S. diplomats, more security aid"
7549,Ukraine to call for heavy arms when top U.S. officials visit Kyiv
7550,"Russia renews Mariupol attack, missiles hit Odesa, Ukraine says"
7551,Ethiopians queue up to volunteer for Russia's fight in Ukraine
7552,Russia tests nuclear-capable missile that Putin calls world's best
7553,Libya's Bashagha to hold cabinet meeting in Sebha
7554,Russian tycoon Tinkov denounces 'crazy war' in Ukraine
7555,Ukrainians deported to Russia from besieged Mariupol dream of home
7556,"Russian teacher rejected Kremlin propaganda, then paid the price"
7557,"Russia says its forces clear most of Mariupol, strike Kyiv suburb"
7558,"Ukraine says fighting rages in Mariupol, blasts rattle Kyiv"
7559,How big a loss to Russia is the sinking of the Moskva missile cruiser?
7560,Analysis: Jerusalem clashes raise fears of wider conflict
7561,Mali massacre survivors say white mercenaries involved in killings
7562,Rheinmetall ready to supply up to 50 tanks to Ukraine - newspaper
7563,East Ukraine focus of new Russian assaults
7564,"Putin's approval rating soars since he sent troops into Ukraine, state pollster reports"
7565,"Russia complains to Turkey over drones sales to Ukraine, Turkish bureaucrat says"
7566,Ukraine is effectively using landmines in war with Russia - U.S. general
7567,Turkey's Cavusoglu says Blinken invited him for first talks in three years
7568,Lukashenko says there must be no Ukraine deal 'behind Belarus's back'
7569,"Armenia, Azerbaijan agree Karabakh peace talks, will discuss border"
7570,Colombia court approves extradition to the U.S. of accused drug trafficker Otoniel
7571,"UK, U.S., Australia agree to work on hypersonics under defence pact"
7572,"In heated exchange, U.S. defense chief defends Ukraine response"
7573,"Malian, foreign soldiers allegedly killed hundreds in town siege -rights group"
7574,"Twitter won't recommend Russia govt accounts, will prohibit some POW content"
7575,"Hunger in Africa surges due to conflict, climate and food prices"
7576,Human Rights Watch accuses Russian forces of 'apparent war crimes' in Ukraine
7577,Patriarch urges soldiers to defend 'peace-loving' Russia amid Ukraine campaign
7578,Italy defers NATO defence spending goal to 2028 in coalition compromise
7579,Britain's GCHQ spy chief says Russian soldiers refused to carry out orders in Ukraine
7580,Russians abroad try to get Ukraine news to relatives in their homeland
7581,"Loud blast, gunshots as suspected bandits attack Nigerian train"
7582,Ethiopia releases former Tigray government officials - lawyer
7583,"In villages near Kyiv, how Ukraine has kept Russia's army at bay"
7584,"Russia says it will sharply cut military activity near Kyiv, Chernihiv"
7585,"FARC dissidents responsible for bombing that killed two children, says Colombia's Duque"
7586,Ex-separatist leader calls Russian attack on Ukraine a mistake
7587,Ukraine asks Red Cross not to open office in Russia's Rostov-on-Don
7588,"Rockets hit western Ukraine as Biden visits Poland, decries Putin"
7589,Iraq parliament fails to elect new state president over lack of quorum
7590,Ethiopia's Tigray region says it will observe humanitarian ceasefire
7591,West assails Russian 'barbarism' as Ukrainians shelter from bombardment
7592,"Russia says Poland destroying relations with expulsions, vows tough response"
7593,"A month into war, communicator-in-chief Zelenskiy strives to keep eyes on Ukraine"
