,claim,truth_value,year_of_publish,month_of_publish,day_of_publish
2072,"Ukrainian President Volodymyr Zelensky said that Russia’s pullback in the north was “slow but noticeable,” as the Pentagon announced more security aid. ",meter-true,2022,April,2
2073,The International Committee of the Red Cross said it would attempt to reach Mariupol again after conditions Friday “made it impossible to proceed” with a major humanitarian mission. ,meter-true,2022,April,1
2074,Rallying people to accept the temporary economic burdens required to confront Russia is the main challenge for Biden and European leaders.,meter-true,2022,April,1
2075,"Russian President Vladimir Putin demanded that “unfriendly countries” pay for natural gas in rubles, an apparent bid to help stabilize the Russian currency.",meter-true,2022,March,31
2076,The devastated city's mayor says Russian forces 'are destroying everything that lives.',meter-true,2022,March,30
2077,"More than 4 million people have now fled Ukraine, according to the United Nations.",meter-true,2022,March,30
2078,The European Commission's recommendation comes amid a global crackdown on oligarchs and others seen as supporting Russia’s invasion of Ukraine.,meter-true,2022,March,29
2079,Members of the Ukrainian delegation proposed countries “guarantee” Ukraine’s security in exchange for Kyiv’s “neutrality.”,meter-true,2022,March,29
2080,"Post reporters Isabelle Khurshudyan, Shane Harris and Whitney Leaming will answer your questions about the war in Ukraine on Wednesday at 1 p.m. Eastern time.",meter-true,2022,March,29
2081,The scramble raises fears the war in Ukraine is spilling into the Black Sea.,meter-true,2022,March,28
2082,Ukrainian officials say they are hoping at most for a cease-fire agreement as they enter a new round of in-person negotiations with Russia set to begin Tuesday in Istanbul.,meter-true,2022,March,28
2083,"""At the concert ... we felt unity,"" Ukrainian violinist Olha Pyshchyta said.",meter-true,2022,March,27
2084,Ukrainian President Volodymyr Zelensky said in a new interview that he is open to a compromise involving Ukrainian “neutrality” and guarantees for his country’s security.,meter-true,2022,March,27
2085,The president also reassured Warsaw of Washington’s commitment to NATO and the security of its allies bordering Russia during the last day of his trip to Europe.,meter-true,2022,March,26
2086,"Russia has begun to mobilize military reinforcements to send into Ukraine as its combat losses in the month-old war continue to grow, the Pentagon said.",meter-true,2022,March,25
2087,"The Russian military spy service, the GRU, was behind the compromise, officials said, speaking on the condition of anonymity because of the matter’s sensitivity.",meter-true,2022,March,25
2088,"In peacetime, the programmers of Ukraine’s tech scene crafted the consumer software that powered homegrown start-ups and some of Silicon Valley’s biggest names. Now, they build apps of war.",meter-true,2022,March,24
2089,"The United States and its European allies reinforced their tough stand against Russia on Thursday, sharply warning Moscow against using chemical weapons in Ukraine and announcing new sanctions on Russians. The White House also announced the United States would accept 100,000 refugees fleeing Ukraine.",meter-true,2022,March,24
2090,"Russia is turning to air, artillery, and rocket and missile bombardments of Ukrainian cities to offset the lack of momentum by troops on the ground.",meter-true,2022,March,24
2091,An American manufacturer is providing the aircraft and teaching the Ukrainians how to operate them.,meter-true,2022,March,24
2092,"The G-7 is expected to warn Vladimir Putin against chemical, nuclear weapons in Ukraine. Biden is holding emergency talks with NATO in Europe as the war marks one month.",meter-true,2022,March,24
2093,"As the war hit the four-week mark, President Biden arrived in Europe to rally NATO support for ramping up economic and military pressure against Moscow.",meter-true,2022,March,24
2094,"""So far, his intention is … he wants to,” Russia’s ambassador to Indonesia said of Vladimir Putin’s attendance at the G-20 summit in Bali, Indonesia, later this year.",meter-true,2022,March,23
2095,"Uncertainty from the war in Ukraine, the new covid outbreak and regulatory crackdowns spooked foreign investors and slowed President Xi Jinping’s reform agenda.",meter-true,2022,March,23
2096,"""I’m sorry for our guys. We are burying them every day,"" a local gravedigger says.",meter-true,2022,March,23
2097,"Secretary of State Antony Blinken pointed to the suffering of civilians in Mariupol, a key port city that Russian forces cut off early in their invasion and then bombarded.",meter-true,2022,March,23
2098,A start-up company headquartered in Latvia sees its Russian and Ukrainian staff scattered by war.,meter-true,2022,March,22
2099,"Mariupol continues to see some of the worst bombardment in Ukraine, as the Russian invasion approaches the one-month mark.",meter-true,2022,March,22
2100,The attack in Kyiv is the latest in a series of violent strikes that have left civilians on edge.,meter-true,2022,March,21
2101,Who stood tall?,meter-true,2022,March,20
2102,"Sports are a refuge from the real world, but nothing should distract us from this reality.",meter-true,2022,March,20
2103,Russian efforts to seize Kyiv and topple Volodymyr Zelensky’s government have so far been frustrated by Ukrainian resistance.,meter-true,2022,March,20
2104,"Russia’s aggression has united Americans against Vladimir Putin, but inflation still drives political attitudes and partisan divisions shape attitudes toward President Biden",meter-true,2022,March,19
2105,Fierce fighting for control of Mariupol was impeding search and rescue efforts for civilians said to be trapped in a theater.,meter-true,2022,March,19
2106,Major disruptions last year have given way to sudden crises caused by war in Ukraine and a coronavirus spike in China.,meter-true,2022,March,18
2107,Russian citizens have just lost a vital defender of their human rights.,meter-true,2022,March,18
2108,The war in Ukraine is a reminder of how easily toxic masculinity still could drag us all to savagery.,meter-true,2022,March,18
2109,It’s pure hell for the journalists who are there covering the war. But we will all be worse off if they are forced to leave.,meter-true,2022,March,18
2110,"The theater was being used as a civilian shelter when it was struck. In western Ukraine, a Russian missile strike near the airport in Lviv raised concerns about how long the region can remain a relatively safe refuge.",meter-true,2022,March,18
2111,The United States and its allies should increase financial aid to the U.N. World Food Program and similar initiatives.,meter-true,2022,March,18
2112,"The latest artistic casualty of war is the Drama Theater of Mariupol, mostly destroyed by an airstrike.",meter-true,2022,March,18
2113,"A huge slice of Russia’s population is passive, for now, realizing there are risks to speaking out. But a surprising number are doing so.",meter-true,2022,March,17
2114,"On their TV sets, Russians are seeing a far different set of events in Ukraine than the rest of the world is witnessing.",meter-true,2022,March,17
2115,More than 400 global companies have announced plans to withdraw or scale back their operations in Russia over its invasion of Ukraine.,meter-true,2022,March,17
2116,"European authorities and aid groups are warning that criminals may seek to capitalize on the desperation of refugees, with more than 3 million leaving Ukraine since Feb. 24.",meter-true,2022,March,17
2117,The two high-profile attacks on civilian areas unfolded one day after a Russian airstrike demolished a theater in the port city of Mariupol while hundreds sheltered inside.,meter-true,2022,March,17
2118,Ukraine's Zelensky is right: Peace should matter more than profit.,meter-true,2022,March,17
2119,"Ukrainian officials on Wednesday said they were struggling to assess the toll of an airstrike on a theater in the besieged port city of Mariupol, a cultural site where hundreds of residents have recently sought shelter.",meter-true,2022,March,16
2120,"The real story of Russia’s aggression is not its strength, but its decline.",meter-true,2022,March,16
2121,Facebook's decision to allow calls for violence from Ukrainians reveals a set of values.,meter-true,2022,March,15
2122,"Half of the 3 million people who have fled the war in Ukraine are children.  In their own words and drawings, some shared what they have been through.",meter-true,2022,March,15
2123,"Biden’s participation in the March 24 summit at NATO headquarters was announced as the heads of three governments in the European Union — the Czech Republic, Poland and Slovenia — traveled to Kyiv to meet with Ukrainian President Volodymyr Zelensky.",meter-true,2022,March,15
