Unnamed: 0,claim,year_of_publish,month_of_publish,day_of_publish,truth_value
2452,An army company lives under constant fire from separatists in a village near the city of Donetsk.,2015,August,16,meter-true
2453,Yanukovych slams U.S. for offer of financial aid to the group that deposed him after mass protests,2014,March,11,meter-true
2454,"Russia says it will withdraw from the U.N.-brokered deal after a ""massive"" drone strike on its warships in Sevastopol, Crimea.",2022,October,30,meter-true
2455,"Two presidents, in the United States and Ukraine, wanted to go after their rivals. Here’s what happened when their interests coincided.",2020,June,13,meter-true
2456,"A cross-border shelling from battle-worn eastern Ukraine struck Russian territory Sunday, reportedly killing one Russian citizen and injuring two others.",2014,July,13,meter-true
2457,"The Russian president had refused to call his war in Ukraine a war, and called it a 'special military operation."" Critics reacted furiously when he finally said the word.  ",2022,December,23,meter-true
2458,"Amid tearful farewells for thousands of Russian men called up for potential deployment to Ukraine, pro-war hawks raged over the release of Azov Regiment fighters.",2022,September,22,meter-true
2459,"The fate of Ukrainian fighters who emerged from the Azovstal steel plant in Mariupol remains uncertain. In Kyiv, a Russian soldier pleaded guilty to killing a civilian in Ukraine's first war crimes trial.",2022,May,18,meter-true
2460,Ukraine said “war is not a kindergarten” after Chancellor Olaf Scholz declined to visit because of Volodymyr Zelensky’s snub of the German president.,2022,May,3,meter-true
2461,"A look at why the Chernobyl plant site poses a risk during the Ukraine-Russia war, even though it’s shut down.",2022,March,12,meter-true
2462,"On the eastern front in Ukraine, it's war the old-fashioned way.",2016,February,5,meter-true
2463,"Both Russia and Ukraine have warned of a possible “false flag” attack on the nuclear plant, which is held by Russian forces.",2022,August,19,meter-true
2464,"Car bomb kills child, wounds 17 others in Turkey; Ukraine’s leader warns West not to “appease” Russia.",2017,February,18,meter-true
2465,"NATO Secretary-General Jens Stoltenberg is calling for South Korea to provide direct military support to Ukraine, saying Kyiv is in urgent need of weapons to fight off the prolonged Russian invasion",2023,January,30,meter-true
2466,"A Washington Post examination of the road to war in Ukraine, and Western efforts to unite to thwart the Kremlin’s plans, draws on extensive interviews with more than three dozen senior U.S., Ukrainian, European and NATO officials.",2022,December,6,meter-true
2467,"Since Russia invaded Ukraine, hundreds of thousands have left, including many men who don't want to fight. Some emigres oppose the war; others were driven by economic self-interest.",2023,February,13,meter-true
2468,"As Kyiv pursues an anti-corruption campaign that has led to dismissals and resignations, President Vladimir Putin signed a law to suspend public disclosure rules.",2023,February,7,meter-true
2469,"Amid a flood of images depicting refugees streaming out of Ukrainian towns and villages to escape bombardment and battles, online predators pounced.",2023,February,5,meter-true
2470,"As the war in Ukraine enters its second year, Vladimir Putin is hoping to chart a new course with the elevation of Gen. Valery Gerasimov as the direct operational commander. On Monday, Jan. 30 at 10:00 a.m. ET, Gen. David Petraeus joins Washington Post foreign affairs columnist David Ignatius to discuss the Russian military shake-up, the latest Western efforts to arm Ukraine and insights from his time commanding U.S. forces in Iraq and Afghanistan about the battlefield.",2023,January,26,meter-true
2471,Saving soldiers’ lives is of no importance. Pushing forward is everything.,2023,January,26,meter-true
2472,"Often at the World Economic Forum, there’s a gap between what world leaders say publicly and the business elites admit behind closed doors. On Ukraine, though, a more pervasive Western unity is on show.",2023,January,20,meter-true
2473,"Some believe strongly in Kyiv's cause, but other foreign fighters are soldiers of misfortune, ditching personal problems for the familiarity of the battlefield.  ",2023,January,18,meter-true
2474,"Thousands of Russians fled to Kazakhstan to avoid being sent to fight in Ukraine, but tighter visa rules will make it harder to enter and remain in the country. ",2023,January,18,meter-true
2475,"Russia said its forces had seized Soledar in the Donetsk region, a gateway to the city of Bakhmut, where bloody fighting has raged for months. Kyiv denied Russia’s claim.",2023,January,11,meter-true
2476,Ukraine is petitioning the International Criminal Court to investigate them.,2023,January,11,meter-true
2477,Ukraine rejected the temporary truce and called on Russian President Vladimir Putin to end the war by withdrawing his invading forces from occupied territories ,2023,January,7,meter-true
2478,"At least 63 Russian soldiers were killed in a massive missile in eastern Ukraine, Moscow said, in what could be one of the deadliest attacks yet on Russian forces.",2023,January,2,meter-true
2479,The Ukrainian Orthodox Church has said congregations can hold religious Christmas services on Dec. 25 rather than on traditional Orthodox Christmas in January. ,2022,December,26,meter-true
2480,"The demand was inspired by the Christmas truce of World War I, when British and German troops emerged from their trenches to sing carols and share cigars and food for a few short hours.",2022,December,21,meter-true
2481,"On the 300th day of Russia's invasion, the Ukrainian president bestowed medals on soldiers who have been defending the city in the eastern Donetsk region. ",2022,December,20,meter-true
2482,"User-generated footage is helping journalists cover — and historians document — Russia's invasion of Ukraine. It's not always as simple as watching, though.",2022,December,18,meter-true
2483,"The peninsula, annexed illegally in 2014, is where Russia's invasion of Ukraine began, and where many Ukrainians insist the war must end — with Moscow's defeat. ",2022,December,11,meter-true
2484,"Thousands of Russian soldiers have gone to war, in Afghanistan, Chechnya and now Ukraine, but there are few health services to treat their psychological wounds.",2022,December,10,meter-true
2485,Orlans. Baraktyars. Switchblades. Kamikazes. Phoenix Ghosts. Coyote interceptors. A dizzying array of drones are battling in the historic air war in the skies of Ukraine. ,2022,December,2,meter-true
2486,Many Kyiv residents say they would rather endure Russian missiles than make concessions.,2022,December,1,meter-true
2487,"The court to investigate the crimes, however, would need approval from the United Nations.",2022,November,30,meter-true
2488,The International Atomic Energy Agency called for a halt to bombing near the Zaporizhzhia plant in Russian-occupied Enerhodar as Moscow and Kyiv blamed each other. ,2022,November,22,meter-true
2489,Peace isn't always a laying-down of arms.,2022,November,2,meter-true
2490,Ukraine says water service is restored in Kyiv after airstrikes; United Nations warns grain will no longer ship from Ukrainian ports after Russia nixes agreement ,2022,November,1,meter-true
2491,"In a televised meeting with Vladimir Putin, defense chief Sergei Shoigu announced that the president's goals had been met for sending reinforcements to Ukraine.",2022,October,29,meter-true
2492,"In a speech at the United Nations, a Russian official said the proliferation of privately operated satellites is “an extremely dangerous trend that goes beyond the harmless use of outer-space technologies and has become apparent during the latest developments in Ukraine.”",2022,October,28,meter-true
