,Unnamed: 0,Unnamed: 0.1,claim,truth_value,source,simple_sentence
5178,5178,5179,"Ukraine War Threatens to Cause a Global Food Crisis. A critical share of the world’s food and fertilizer is stuck in Russia and Ukraine, sending global prices soaring and foreshadowing a rise in world hunger.",meter-true,nyt,It ’ s Now Putin ’ s Plan B in Ukraine vs. Biden ’ s s Russia ’ s strategic choices could become increasingly frightening to the West . It ’ s Now Putin ’ s Plan B in Zelensky ’ Plan A. s s Russia ’ s strategic choices could become increasingly frightening to the West . .
5179,5179,5180,It’s Now Putin’s Plan B in Ukraine vs. Biden’s and Zelensky’s Plan A. Russia’s strategic choices could become increasingly frightening to the West.,meter-true,nyt,War Brings Out Solidarity . War Brings Defiance in Ukrainians Who Remain . About two million people have stayed in Kyiv  a population galvanized by a newfound unity . About two million people have stayed in Kyiv  a population galvanized by its refusal to be cowed by Russian invaders . .
5180,5180,5181,"War Brings Out Solidarity and Defiance in Ukrainians Who Remain. About two million people have stayed in Kyiv, a population galvanized by a newfound unity and its refusal to be cowed by Russian invaders.",meter-true,nyt,Your Monday Briefing: Russia’s Assault on Mariupol. Plus China ’ s  new Covid strategy.  Plus China ’ s  new Covid concerns of world hunger.  Plus China ’ s  new Covid . .
5181,5181,5182,Your Monday Briefing: Russia’s Assault on Mariupol. Plus China’s new Covid strategy and concerns of world hunger.,meter-true,nyt,Russia Broadens Mariupol Assault as Signs of Stalemate Take Shape.The battle for Mariupol has become a grim symbol of Russia ’ s superior firepower in failing to subjugate Ukraine after more than three weeks of war . The battle for Mariupol has become a grim symbol of Russia ’ s its frustration in failing to subjugate Ukraine after more than three weeks of war . .
5182,5182,5183,Russia Broadens Mariupol Assault as Signs of Stalemate Take Shape. The battle for Mariupol has become a grim symbol of Russia’s superior firepower and its frustration in failing to subjugate Ukraine after more than three weeks of war.,meter-true,nyt,"U.S. to Declare That Myanmar’s Military Committed Genocide.The Biden administration had been weighing the legal designation for the bloody campaign against members of the Rohingya, a minority ethnic group.."
5183,5183,5184,"U.S. to Declare That Myanmar’s Military Committed Genocide. The Biden administration had been weighing the legal designation for the bloody campaign against members of the Rohingya, a minority ethnic group.",meter-true,nyt,Your Monday Briefing.Russia pummels Mariupol..
5184,5184,5185,Your Monday Briefing. Russia pummels Mariupol.,meter-true,nyt,A Ukrainian American Woman Thinks of Me as Her Enemy.As a Chechen journalist  I watch videos of the Ukrainian bomb shelters . As a Chechen journalist  I remember the brutal bombardment of Grozny . .
5185,5185,5186,"A Ukrainian American Woman Thinks of Me as Her Enemy. As a Chechen journalist, I watch videos of the Ukrainian bomb shelters and remember the brutal bombardment of Grozny. ",meter-true,nyt,"It’s Never a Good Time for the Hunter Biden Story.For one thing, there’s a war on.For another, it’s ... unseemly.."
5186,5186,5187,"It’s Never a Good Time for the Hunter Biden Story. For one thing, there’s a war on. For another, it’s ... unseemly.",meter-true,nyt,An Ancient City Transformed by War.Simple rituals  like having coffee in a cafe in Lviv  Ukraine  take on a new meaning in a radically altered context . Simple rituals  like having coffee in a cafe in Lviv  Ukraine  take on a sometimes surreal meaning in a radically altered context . .
5187,5187,5188,"An Ancient City Transformed by War. Simple rituals, like having coffee in a cafe in Lviv, Ukraine, take on a new and sometimes surreal meaning in a radically altered context.",meter-true,nyt,"Fleeing War in Ukraine, They’re Met With Employers Offering Paychecks.Job boards are overflowing with offers dedicated to Ukrainian refugees  as businesses governments fast-track access to employment . ."
5188,5188,5189,"Fleeing War in Ukraine, They’re Met With Employers Offering Paychecks. Job boards are overflowing with offers dedicated to Ukrainian refugees, as businesses and governments fast-track access to employment.",meter-true,nyt,The Grimmest Dilemma.The Biden administration is facing an old Cold War dilemma : Be weak . The Biden administration is risk a world war . .
5189,5189,5190,The Grimmest Dilemma. The Biden administration is facing an old Cold War dilemma: Be weak or risk a world war.,meter-true,nyt,Business Reckons With a Historic Court Moment.What Ketanji Brown Jackson’s nomination to the Supreme Court means for corporate America..
5190,5190,5191,Business Reckons With a Historic Court Moment. What Ketanji Brown Jackson’s nomination to the Supreme Court means for corporate America.,meter-true,nyt,"Creating Space Command, Australia Strengthens High-Tech Bond With U.S..The expanded commitment to space defense reflects the reality of a new, extraterrestrial landscape for war.."
5191,5191,5192,"Creating Space Command, Australia Strengthens High-Tech Bond With U.S.. The expanded commitment to space defense reflects the reality of a new, extraterrestrial landscape for war.",meter-true,nyt,"Planned Before War, a Festival Embraces New Ukrainian Music.Marked by performer absences.  of the Russian invasion  the Ukrainian Contemporary Music Festival returned for its third edition. . ."
5192,5192,5193,"Planned Before War, a Festival Embraces New Ukrainian Music. Marked by performer absences because of the Russian invasion, the Ukrainian Contemporary Music Festival returned for its third edition.",meter-true,nyt,Powell Says Fed Could Raise Rates More Quickly to Tame Inflation.Jerome H. Powell  the chair of the Federal Reserve  voiced worry about inflation expectations . Jerome H. Powell  the chair of the Federal Reserve  voiced declared the central bank ready to do what it takes to control rapid price increases . .
5193,5193,5194,"Powell Says Fed Could Raise Rates More Quickly to Tame Inflation. Jerome H. Powell, the chair of the Federal Reserve, voiced worry about inflation expectations and declared the central bank ready to do what it takes to control rapid price increases.",meter-true,nyt,Ukraine’s Refugees Are Fleeing Brutality.Let Them In..Readers urge actions to address the refugee food crises caused by the Ukraine war . Readers urge actions to address refugee food crises caused by the Ukraine war . Also: Russian soldiers; essential workers; prison time; donating ties..
5194,5194,5195,Ukraine’s Refugees Are Fleeing Brutality. Let Them In.. Readers urge actions to address the refugee and food crises caused by the Ukraine war. Also: Russian soldiers; essential workers; prison time; donating ties.,meter-true,nyt,The Man in the Olive Green Tee.How President Volodymyr Zelensky of Ukraine transformed the meaning of a piece of cotton..
5195,5195,5196,The Man in the Olive Green Tee. How President Volodymyr Zelensky of Ukraine transformed the meaning of a piece of cotton.,meter-true,nyt,Walls : Zelensky ’ s Speeches Invoke History to Rally Support . Dreams : Zelensky ’ s Speeches Invoke History to Rally Support . Genocide : Zelensky ’ s Speeches Invoke History to Rally Support . The Ukrainian leader  a former actor  has invoked emotional moments in the history of nations from. He is hoping to secure backing. . We look at five of his recent speeches..
5196,5196,5197,"Walls, Dreams and Genocide: Zelensky’s Speeches Invoke History to Rally Support. The Ukrainian leader, a former actor, has invoked emotional moments in the history of nations from which he is hoping to secure backing. We look at five of his recent speeches.",meter-true,nyt,The Smaller Bombs That Could Turn Ukraine Into a Nuclear War Zone.Military experts say a new generation of nuclear weapons has  raised the risk that Mr. Putin might introduce less destructive atomic arms into the battlefields in . Military experts say a new generation of nuclear weapons has  raised the risk that Mr. Putin might introduce less destructive atomic arms into the battlefields around . Military experts say a new generation of nuclear weapons has  raised the risk that Mr. Putin might introduce less destructive atomic arms into the battlefields Ukraine . .
