,nc,1,claim,0,nt
1498,Фейк: В разных странах мира выпал техногенный пластиковый снег,meter-false,Fake: Technogenic plastic snow fell in different countries of the world,Technogenic plastic snow fell in different countries of the world,Fake
1499,Фейк: В Латвии сделали прививку от COVID-19 «мимо плеча»,meter-false,Fake: COVID-19 vaccinated “over the shoulder” in Latvia,COVID-19 vaccinated “over the shoulder” in Latvia,Fake
1500,"Фейк: Вакцина от COVID-19 имеет в составе фрагменты ВИЧ, ДНК малярии и наночастицы 5G",meter-false,"Fake: COVID-19 vaccine contains HIV fragments, malaria DNA and 5G nanoparticles","COVID-19 vaccine contains HIV fragments, malaria DNA and 5G nanoparticles",Fake
1501,"Фейк: Аваков заявил, что в Киеве остановят общественный транспорт",meter-false,Fake: Avakov said that public transport will be stopped in Kyiv,Avakov said that public transport will be stopped in Kyiv,Fake
1502,Манипуляция: Вакцина от COVID-19 приводит к смерти,meter-false,Manipulation: Vaccine against COVID-19 leads to death,Vaccine against COVID-19 leads to death,Manipulation
1503,"Манипуляция: FDA раскрыл список серьезных заболеваний, которые могут возникнуть из-за вакцинации от COVID-19",meter-false,Manipulation: The FDA has revealed a list of serious diseases that may arise due to vaccination against COVID-19,The FDA has revealed a list of serious diseases that may arise due to vaccination against COVID-19,Manipulation
1504,Фейк: Фальшивый шприц на видео доказывает инсценировку вакцинации от COVID-19,meter-false,Fake: Fake Syringe in Video Proves Fake COVID-19 Vaccination,Fake Syringe in Video Proves Fake COVID-19 Vaccination,Fake
1505,"Манипуляция: ВОЗ признала, что ПЦР-тест — фальшивка, и дает много ложных результатов",meter-false,"Manipulation: WHO admitted that the PCR test is a fake, and gives a lot of false results","WHO admitted that the PCR test is a fake, and gives a lot of false results",Manipulation
1506,Фейк: Транс-женщина Шарлотта Клаймер назначена министром образования США,meter-false,Fake: Trans Woman Charlotte Clymer Appointed US Secretary of Education,Trans Woman Charlotte Clymer Appointed US Secretary of Education,Fake
1507,"Фейк: Ваш смартфон перепрограммирует вас, входя в контакт с нейронной сетью",meter-false,Fake: Your smartphone reprograms you by contacting a neural network,Your smartphone reprograms you by contacting a neural network,Fake
1508,Манипуляция: В Украине будут штрафовать за русский язык,meter-false,Manipulation: In Ukraine will be fined for the Russian language,In Ukraine will be fined for the Russian language,Manipulation
1509,Фейк: Гендиректор Pfizer «боится» прививаться собственной вакциной,meter-false,Fake: Pfizer CEO is 'afraid' to get vaccinated with his own vaccine,Pfizer CEO is 'afraid' to get vaccinated with his own vaccine,Fake
1510,Фейк: Во время инсульта человека спасет «иголка» и «массаж ушей»,meter-false,Fake: A “needle” and “ear massage” will save a person during a stroke,A “needle” and “ear massage” will save a person during a stroke,Fake
1511,Фейк: «Американские врачи первой линии» о бесполезности масок и лжепандемии,meter-false,Fake: “American first-line doctors” about the uselessness of masks and pseudo-pandemic,“American first-line doctors” about the uselessness of masks and pseudo-pandemic,Fake
1512,Фейк: Тест на COVID-19 идентичен одному из наказаний Древнего Египта,meter-false,Fake: COVID-19 test is identical to one of ancient Egyptian punishments,COVID-19 test is identical to one of ancient Egyptian punishments,Fake
1513,Фейк: Украинцы стоят на коленях перед Западом,meter-false,Fake: Ukrainians kneel before the West,Ukrainians kneel before the West,Fake
1514,Фейк: В Нидерландах 87 тысяч медсестер отказались вакцинироваться от COVID-19,meter-false,"Fake: 87,000 nurses in the Netherlands refuse to be vaccinated against COVID-19","87,000 nurses in the Netherlands refuse to be vaccinated against COVID-19",Fake
